日期,收盘点位,市值(港币),PE-TTM等权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2021-11-08,=6193.9800,=14542756817105.6602,=63.0874,=0.5426,=100.1646,=77.2550,=43.8334
2021-11-05,=6276.5200,=14701217980593.7793,=61.9931,=0.4937,=100.1646,=77.1225,=43.8334
2021-11-04,=6375.3200,=15096801304244.9707,=64.9198,=0.4984,=100.1646,=77.2550,=43.8334
2021-11-03,=6273.4400,=14749788063113.7578,=63.6018,=0.4682,=100.1646,=77.3875,=43.8334
2021-11-02,=6314.3100,=14731064792011.3008,=61.6168,=0.4409,=100.1646,=77.4057,=43.8334
2021-11-01,=6279.3900,=14652982902493.9863,=61.6098,=0.4423,=100.3153,=77.4240,=43.6459
2021-10-29,=6375.8500,=14931367446262.1465,=60.1855,=0.4180,=100.3153,=77.8092,=43.6459
2021-10-28,=6445.1700,=15123352627688.0508,=56.9127,=0.3935,=100.3153,=78.1943,=43.6459
2021-10-27,=6441.6200,=15077374171071.5098,=59.0988,=0.4045,=100.3153,=78.4827,=43.6459
2021-10-26,=6654.1900,=15588367714842.3301,=60.6729,=0.4221,=100.3153,=78.7711,=43.6459
2021-10-25,=6744.7400,=15815400513292.5215,=60.9201,=0.4300,=100.9183,=78.9814,=43.3641
2021-10-22,=6754.3400,=15900307459740.9375,=63.8904,=0.4575,=100.9183,=79.1917,=43.3641
2021-10-21,=6636.1800,=15746063229660.9805,=63.9524,=0.4689,=100.9183,=79.2251,=43.3641
2021-10-20,=6691.3300,=15904033416293.4453,=66.7259,=0.5000,=100.9183,=79.2585,=43.3641
2021-10-19,=6518.5900,=15372979475403.5605,=68.7961,=0.5677,=100.9183,=79.2408,=43.3641
2021-10-18,=6324.2700,=15113808495227.2422,=70.5998,=0.6159,=100.9674,=79.1917,=43.3259
2021-10-15,=6318.9100,=15069613427529.0898,=68.6288,=0.5548,=100.9674,=78.9814,=43.3259
2021-10-12,=6199.7500,=14774100626327.3301,=67.7360,=0.5333,=100.9674,=78.7711,=43.3259
2021-10-11,=6403.6900,=15241116454621.2695,=66.8160,=0.5184,=100.9674,=78.4827,=43.3259
2021-10-08,=6206.7700,=14550273704072.0605,=70.5119,=0.6074,=100.9674,=78.1943,=43.3259
2021-10-07,=6172.0400,=14202222000126.9121,=70.6911,=0.6027,=101.0347,=77.8092,=43.3083
2021-10-06,=5866.1500,=13374836010937.0996,=72.0631,=0.6318,=101.0347,=77.4240,=43.3083
2021-10-05,=5955.2200,=13448165527523.2520,=72.9452,=0.6508,=101.0347,=77.4057,=43.3083
2021-10-04,=5973.8000,=13577718632593.2695,=71.1416,=0.6259,=101.0347,=77.3875,=43.3083
2021-09-30,=6101.5200,=13898479217953.7773,=69.8707,=0.6109,=101.0347,=77.1206,=43.3083
2021-09-29,=6179.4300,=14151353327197.7305,=70.1929,=0.6130,=102.5151,=76.8538,=43.3003
2021-09-28,=6231.5500,=14316675506487.0801,=68.9506,=0.6357,=102.5151,=76.4305,=43.3003
2021-09-27,=6103.8900,=13951318702200.4609,=70.2519,=0.6897,=102.5151,=76.0072,=43.3003
2021-09-24,=6159.9600,=13990472705456.9707,=66.2956,=0.5294,=102.5151,=75.9515,=43.3003
2021-09-23,=6300.4900,=14214968227312.0391,=61.9257,=0.4688,=102.5151,=75.8959,=43.3003
2021-09-21,=6242.6100,=13983204122348.1621,=61.7917,=0.4704,=102.6023,=75.9515,=43.2445
2021-09-20,=6271.3700,=14128187268364.6992,=61.5520,=0.4685,=102.6023,=76.0072,=43.2445
2021-09-17,=6452.1900,=14463939524003.8457,=63.4330,=0.4807,=102.6023,=76.4305,=43.2445
2021-09-16,=6232.9300,=14073033924279.2793,=63.4499,=0.4930,=102.6023,=76.8538,=43.2445
2021-09-15,=6298.0900,=14195306570358.9902,=66.7258,=0.5371,=102.6023,=77.1206,=43.2445
2021-09-14,=6502.3500,=14708312720181.1230,=66.4074,=0.5319,=102.7596,=76.8538,=43.2377
2021-09-13,=6595.0300,=14903879236564.5801,=66.4455,=0.5231,=102.7596,=76.4305,=43.2377
2021-09-10,=6748.3600,=15366873220194.1797,=70.8688,=0.6107,=102.7596,=76.0072,=43.2377
2021-09-09,=6560.3900,=14892253710986.7695,=71.3909,=0.6595,=102.7596,=75.8744,=43.2377
2021-09-08,=6871.2800,=15882492676129.1504,=71.0928,=0.6475,=102.7596,=75.7417,=43.2377
2021-09-07,=6887.9400,=15766941934886.0859,=73.8205,=0.6318,=103.3437,=75.6347,=43.2353
2021-09-06,=6778.4900,=15490464354799.6895,=80.0404,=0.7101,=103.3437,=75.5277,=43.2353
2021-09-03,=6728.8400,=15052599197944.1113,=-581.7978,=0.9782,=103.3437,=75.5053,=43.2353
2021-09-02,=6801.4700,=15346347773044.4609,=-629.7606,=0.9781,=102.7596,=75.4829,=43.2353
2021-09-01,=6693.6600,=15054422045496.3496,=-253.2276,=0.9927,=102.6023,=75.1921,=43.2353
2021-08-31,=6607.7800,=14849738642649.6484,=-198.7556,=0.9963,=102.6023,=74.9013,=43.2120
2021-08-30,=6391.1700,=14308918912253.9063,=-164.9906,=1,=102.5151,=74.7782,=43.2120
2021-08-27,=6322.2800,=14205764630320.8027,=-304.2581,=0.9963,=101.0347,=74.6552,=43.2120
2021-08-26,=6337.0300,=14361909332188.5117,=-301.3969,=1,=100.9674,=74.5367,=43.2120
2021-08-25,=6458.9700,=14520080986247.8691,=-421.9100,=1,=100.9183,=74.4182,=43.2120
2021-08-24,=6446.1800,=14451555376605.3008,=279.5466,=0.9551,=100.9183,=73.6952,=43.2117
2021-08-23,=6021.2700,=13250783923253.4023,=427.2655,=0.9887,=100.3153,=72.9722,=43.2117
2021-08-20,=5895.0600,=13149449752870.1895,=416.7238,=0.9925,=100.1646,=72.4845,=43.2117
2021-08-19,=6044.0300,=13391858741108.8691,=457.3873,=0.9962,=99.2729,=71.9967,=43.2117
2021-08-18,=6226.6900,=13959449674903.9785,=337.5414,=0.9886,=99.2342,=71.7592,=43.2117
2021-08-17,=6218.8900,=13911410241308.9102,=287.4039,=0.9733,=99.2342,=71.5217,=43.1918
2021-08-16,=6420.1400,=14505513511516.1504,=523.0317,=1,=99.1068,=71.4605,=43.1918
2021-08-13,=6589.5400,=14971252309983.5977,=349.4240,=1,=98.6361,=71.3994,=43.1918
2021-08-12,=6719.1900,=15303757394486.5801,=336.5159,=1,=98.1909,=71.2161,=43.1918
2021-08-11,=6820.6800,=15473067593495.0996,=352.8100,=1,=97.7900,=71.0328,=43.1918
2021-08-10,=6830.1500,=15571636540840.0039,=284.3255,=0.9844,=97.7900,=70.9502,=43.1889
2021-08-09,=6664.9100,=14990860122215.0898,=334.1343,=1,=97.7686,=70.8675,=43.1889
2021-08-06,=6697.1000,=14995576464202.8008,=323.5979,=0.9961,=97.4956,=70.7167,=43.1889
2021-08-05,=6715.3300,=14844660719746.5605,=268.5589,=1,=97.3748,=70.5659,=43.1889
2021-08-04,=6859.4000,=15179123165817.1504,=175.7342,=0.9881,=96.6957,=70.0948,=43.1889
2021-08-03,=6696.6600,=15004789881355.3203,=189.7465,=0.9921,=96.6957,=69.6237,=43.1095
2021-08-02,=6796.2500,=15361726118584.7207,=168.0283,=0.9880,=96.6168,=69.5689,=43.1095
2021-07-30,=6780.9700,=15302866155767.8203,=165.7406,=0.9880,=96.2390,=69.5140,=43.1095
2021-07-29,=6958.7700,=15838287193953.3809,=147.3071,=0.9880,=96.1797,=69.2946,=43.1095
2021-07-28,=6443.3100,=14555389859578.1895,=175.1391,=0.9919,=96.2390,=69.6237,=43.1095
2021-07-27,=6249.6500,=14198045873319.9277,=231.1929,=0.9960,=96.2390,=69.3494,=43.1003
2021-07-26,=6790.9600,=15587985606408.6406,=249.5711,=1,=96.1797,=69.0752,=43.1003
2021-07-23,=7268.1400,=16920376321557.1328,=118.1445,=0.9592,=96.0871,=68.1275,=43.1003
2021-07-22,=7490.1300,=17346840961640.8203,=90.0640,=0.7951,=95.8187,=67.1798,=43.1003
2021-07-21,=7327.7000,=17005550859372.6406,=104.2583,=0.9342,=95.8187,=66.4112,=43.1003
2021-07-20,=7337.5500,=17091806016319.5801,=103.5928,=0.9298,=95.8187,=65.6425,=43.0660
2021-07-19,=7431.9900,=17229635471930.4102,=98.5220,=0.8963,=94.1720,=65.5815,=43.0660
2021-07-16,=7614.3500,=17742910416607.6094,=99.4214,=0.9000,=93.7285,=65.5205,=43.0660
2021-07-15,=7661.2500,=17784320983967.1094,=97.1779,=0.8870,=93.6437,=65.0514,=43.0660
2021-07-14,=7667.5600,=17638003326970.6367,=92.3434,=0.8319,=93.4056,=64.5822,=43.0660
2021-07-13,=7659.5900,=17597620543361.0703,=96.5419,=0.8819,=93.4056,=64.4548,=43.0402
2021-07-12,=7514.1500,=17036296671375.1465,=96.5549,=0.8814,=92.7320,=64.3274,=43.0402
2021-07-09,=7429.4900,=16931118912906.8594,=92.1839,=0.8426,=91.8865,=63.8031,=43.0402
2021-07-08,=7321.9800,=16735706060956.7207,=86.2791,=0.7863,=91.5766,=63.2788,=43.0402
2021-07-07,=7603.7700,=17443350514733.9805,=86.4461,=0.7897,=91.5766,=63.2649,=43.0402
2021-07-06,=7646.9400,=17711502100575.7695,=85.2258,=0.7759,=91.8865,=63.2510,=43.0176
2021-07-05,=7712.1900,=17616178890086.5625,=85.9964,=0.7879,=91.8865,=62.4449,=43.0176
2021-07-02,=7892.4000,=18200999046224.7656,=84.8385,=0.7739,=91.8865,=61.6388,=43.0176
2021-06-30,=8155.3700,=18757794486068.8594,=83.9972,=0.7642,=91.8865,=61.3747,=43.0176
2021-06-29,=8201.0500,=18859244699189.9883,=81.5869,=0.7237,=91.8865,=61.1105,=43.0176
2021-06-28,=8276.6300,=19014958598110.4766,=80.3108,=0.6872,=92.7320,=60.8587,=42.9364
2021-06-25,=8235.6300,=18871192677491.0195,=79.2717,=0.6593,=92.7320,=60.6068,=42.9364
2021-06-24,=8039.7600,=18334198071026.3594,=80.4636,=0.6889,=92.7320,=60.5728,=42.9364
2021-06-23,=8020.2300,=18228693916162.6875,=79.9158,=0.6875,=92.7320,=60.5387,=42.9364
2021-06-22,=7812.2300,=17817324363509.7695,=79.3043,=0.6726,=92.7320,=60.3805,=42.9364
2021-06-21,=7955.9500,=18190512330689.6094,=79.6787,=0.6802,=93.4056,=60.2223,=42.8827
2021-06-18,=8041.4500,=18415465699694.8086,=83.4293,=0.7421,=93.4056,=59.9758,=42.8827
2021-06-17,=7901.5200,=18128629052957.3594,=87.2589,=0.7818,=93.4056,=59.7292,=42.8827
2021-06-16,=7830.6700,=18085592936197.8984,=81.7224,=0.7260,=93.4056,=59.5734,=42.8827
2021-06-15,=7961.0200,=18363098568858.6094,=82.9252,=0.7431,=93.4056,=59.4175,=42.8827
2021-06-11,=7991.1200,=18364150720631.3203,=82.2852,=0.7327,=93.6437,=59.2936,=42.8439
2021-06-10,=7969.1700,=18371463476987.4375,=84.5431,=0.7593,=93.6437,=59.1696,=42.8439
2021-06-09,=7972.0900,=18382239954025.0898,=85.3314,=0.7674,=93.6437,=58.9663,=42.8439
2021-06-08,=7981.0100,=18445677275811.7070,=85.7403,=0.7757,=93.6437,=58.7629,=42.8439
2021-06-07,=8042.7300,=18548370425151.9414,=87.6674,=0.7793,=93.6437,=57.7207,=42.8439
2021-06-04,=8095.6400,=18421525393143.3203,=100.5139,=0.9434,=93.7285,=56.6784,=42.8356
2021-06-03,=8164.3400,=18563269090651.0352,=99.6495,=0.9336,=93.6437,=56.2676,=42.8356
2021-06-02,=8235.1000,=18856583523564.7969,=96.1319,=0.9095,=93.4056,=55.8568,=42.8356
2021-06-01,=8305.7400,=18978527283711.1367,=96.0314,=0.9091,=92.7320,=55.3499,=42.8356
2021-05-31,=8104.3500,=18470640893778.4102,=96.9052,=0.9183,=91.8865,=54.8431,=42.8356
2021-05-28,=7957.6300,=17977843139480.3203,=90.6697,=0.8792,=91.8865,=54.7839,=42.7975
2021-05-27,=8123.8800,=18206317672687.5703,=94.1154,=0.8786,=89.1769,=54.7247,=42.7975
2021-05-26,=8072.4600,=18287935006176,=98.4419,=0.9073,=88.1403,=54.4732,=42.7975
2021-05-25,=8004.3700,=18134027073935.4375,=97.4702,=0.9069,=87.5528,=54.2218,=42.7975
2021-05-24,=7876.6100,=17840367376714.3945,=90.5953,=0.8473,=87.2503,=53.4505,=42.7975
2021-05-21,=8025.3100,=18123811947462.7500,=88.5051,=0.8317,=87.2503,=52.6792,=42.7704
2021-05-20,=7915.7200,=18105385108555.9297,=90.9111,=0.8507,=87.2368,=52.6777,=42.7704
2021-05-18,=7817.6900,=17928258583236.6406,=87.8945,=0.8400,=86.1373,=52.6761,=42.7704
2021-05-17,=7699.9600,=17689218459382.8594,=87.8526,=0.8442,=85.7818,=52.5377,=42.7704
2021-05-14,=7565.3100,=17353014642198.9805,=91.0937,=0.8636,=84.9034,=52.3993,=42.7704
2021-05-13,=7599.6200,=17584769965243.0801,=87.2737,=0.8477,=84.9034,=52.0499,=42.7061
2021-05-12,=7861.1800,=18167077794124.6367,=90.4196,=0.8571,=84.9032,=51.7005,=42.7061
2021-05-11,=7649.6800,=17531601458341.8184,=90.3533,=0.8615,=84.7790,=51.5519,=42.7061
2021-05-10,=7886.0200,=18095768928839.3828,=92.5995,=0.8711,=84.7739,=51.4032,=42.7061
2021-05-07,=7954.8200,=18392114333056.2617,=92.9685,=0.8756,=84.2495,=51.3403,=42.7061
2021-05-06,=8136.8700,=18703163923297.5781,=94.1081,=0.8906,=84.2495,=51.2774,=42.6612
2021-05-05,=8107.9000,=18656768883648.3008,=92.2083,=0.8796,=83.9575,=51.0792,=42.6612
2021-05-04,=8284.1200,=19039016009420.9609,=96.1778,=0.9000,=83.8292,=50.8811,=42.6612
2021-05-03,=8227.8900,=19011908417259.1055,=93.1077,=0.8889,=83.2134,=50.7263,=42.6612
2021-04-30,=8313.1800,=19123746792164.9805,=91.8725,=0.8989,=82.9964,=50.5715,=42.6612
2021-04-29,=8500.1300,=19565906124524.3789,=97.2920,=0.9091,=82.9964,=50.4911,=42.6424
2021-04-28,=8532.7600,=19552445964618.1836,=106.6582,=0.9194,=82.5028,=50.4107,=42.6424
2021-04-27,=8516.4500,=19415947925033.0117,=105.3572,=0.9135,=82.3459,=50.3402,=42.6424
2021-04-26,=8485.2400,=19303983593437.3008,=107.9057,=0.9185,=81.8508,=50.2696,=42.6424
2021-04-23,=8467.7500,=19268152682431.3398,=110.7181,=0.9290,=81.5999,=50.1204,=42.6424
2021-04-22,=8279.7400,=18846896285941.6289,=111.2596,=0.9341,=81.5999,=49.9713,=42.5990
2021-04-21,=8185,=18590981549750,=113.6094,=0.9337,=81.5716,=49.9705,=42.5990
2021-04-20,=8311.6900,=19037455934818.1406,=109.9383,=0.9444,=81.0720,=49.9698,=42.5990
2021-04-19,=8346.3900,=19174073304335.7383,=113.4457,=0.9497,=81.0377,=49.9421,=42.5990
2021-04-16,=8232.1300,=19201078903618.1602,=113.5286,=0.9607,=80.3504,=49.9145,=42.5990
2021-04-15,=8142.9200,=18971300594574.1641,=109.3886,=0.9887,=80.3504,=49.5856,=42.5661
2021-04-14,=8225.6700,=19229521500666.4219,=103.6522,=0.9659,=79.7510,=49.2567,=42.5661
2021-04-13,=8038.8100,=18780918501387.1289,=99.8475,=0.9657,=79.5326,=49.1338,=42.5661
2021-04-12,=8169.5000,=19055696315521.6406,=100.2982,=0.9885,=79.1917,=49.0110,=42.5661
2021-04-09,=8305.9300,=19053889037202.4492,=98.1067,=0.9827,=78.7711,=48.9758,=42.5661
2021-04-08,=8458.1100,=18661214880698.9023,=114.9565,=0.9942,=78.7711,=48.9406,=42.5632
2021-04-07,=8451.8500,=18721645243502.8086,=117.5377,=1,=78.5045,=48.7483,=42.5632
2021-04-01,=8569.6400,=19188904434456.2891,=112.0093,=1,=78.3569,=48.5560,=42.5632
2021-03-31,=8183.8000,=18218122093953.7852,=106.7435,=1,=77.4903,=48.4693,=42.5632
2021-03-30,=8180.3200,=18145371645548.9883,=89.4558,=1,=76.9801,=48.3826,=42.5632
2021-03-29,=7981.0700,=17870492277847.0313,=65.8185,=0.9042,=76.9801,=48.1541,=42.5448
2021-03-26,=8129.6300,=18175889488463.8203,=64.1033,=0.8434,=76.1414,=47.9257,=42.5448
2021-03-25,=7944.8000,=17910963138904.4531,=63.4894,=0.8727,=75.5277,=47.6363,=42.5448
2021-03-24,=8040.9900,=18374364246771.0430,=66.2694,=0.9695,=74.4054,=47.3469,=42.5448
2021-03-23,=8295.4200,=18743046538249.2383,=63.6102,=0.6933,=73.3702,=47.0787,=42.5448
2021-03-22,=8508.8500,=19092920749486.4414,=64.3484,=0.6975,=74.4054,=46.8104,=42.4801
2021-03-19,=8551.3200,=19163257025102.2070,=63.7133,=0.6957,=74.4054,=46.7449,=42.4801
2021-03-18,=8676.3300,=19377396797043.1797,=64.7252,=0.7000,=74.4054,=46.6793,=42.4801
2021-03-17,=8574.0400,=18891033965704.0508,=62.6671,=0.6855,=74.4054,=46.3954,=42.4801
2021-03-16,=8530.8200,=18887132255681.9805,=63.3408,=0.6899,=74.4054,=46.1115,=42.4801
2021-03-15,=8264.4200,=18568494270696.9570,=62.5748,=0.6815,=75.5277,=45.9185,=42.4307
2021-03-12,=8456.4300,=18773322033933.2500,=76.7907,=0.7628,=75.5277,=45.7255,=42.4307
2021-03-11,=8640.1600,=19270126676002,=86.9411,=0.8065,=75.5277,=45.6003,=42.4307
2021-03-10,=8216.5800,=18587398454665.3789,=84.4379,=0.7857,=74.4054,=45.4751,=42.4307
2021-03-09,=8063.1200,=18156993661900.8828,=80.8114,=0.7712,=74.4054,=45.2966,=42.4307
2021-03-08,=8081.6300,=18140636379838.3594,=82.4445,=0.7763,=75.5277,=45.1181,=42.4115
2021-03-05,=8634.2200,=19159590657121.5586,=85.8710,=0.7947,=75.5277,=45.0816,=42.4115
2021-03-04,=8819.6200,=19453767605387.5469,=84.2580,=0.7933,=75.5277,=45.0451,=42.4115
2021-03-03,=9366.5100,=20418799575236.0313,=91.6201,=0.8456,=75.5277,=44.9948,=42.4115
2021-03-02,=9257.9900,=20022924191480.1992,=89.6328,=0.8243,=71.0328,=44.9444,=42.4115
2021-03-01,=9298.7900,=20134529117109.4844,=89.2259,=0.8231,=71.0328,=44.8405,=42.3007
2021-02-26,=8954.4400,=19397590354640.2305,=88.8664,=0.8219,=69.6237,=44.7366,=42.3007
2021-02-25,=9496.7900,=20494402950933.6133,=89.2141,=0.8897,=69.0752,=44.7166,=42.3007
2021-02-24,=9360.9500,=20300385725446.6406,=87.3991,=0.8542,=67.1798,=44.6965,=42.3007
2021-02-23,=9863.8200,=21119805986478.2930,=91.6556,=0.9371,=65.6425,=44.6917,=42.3007
2021-02-22,=9977.4100,=19847403283279.7891,=70.7712,=0.8451,=65.6425,=44.6870,=42.2861
2021-02-19,=10560.9700,=20679641148752.2344,=75.6861,=0.9291,=65.5205,=44.4934,=42.2861
2021-02-18,=10591.5300,=20818818383219.1211,=75.1594,=0.9214,=64.5822,=44.2998,=42.2861
2021-02-17,=10945.2200,=21344245294447.1133,=76.9902,=0.9496,=64.3274,=44.2304,=42.2861
2021-02-16,=10694.6800,=20938136080902.2227,=75.5627,=0.9275,=63.2788,=44.1610,=42.2861
2021-02-11,=10411.2000,=20870072337898.7891,=77.0040,=0.9635,=63.2788,=44.1368,=42.2323
2021-02-10,=10214.7300,=20740997002073.5078,=77.1392,=0.9706,=63.2510,=44.1126,=42.2323
2021-02-09,=9961.7100,=20135078479153.3711,=76.2499,=0.9704,=60.2223,=44.0753,=42.2323
2021-02-08,=9756.8100,=20029046488803.5586,=72.6020,=0.9328,=59.1696,=44.0380,=42.2323
2021-02-05,=9795.1600,=20020681474350.4414,=74.5987,=0.9549,=56.6784,=44.0333,=42.2323
2021-02-04,=9897.3700,=20165676879638.4297,=74.1614,=0.9545,=56.6784,=44.0285,=42.2134
2021-02-03,=10125.7200,=20366157353296.6211,=78.0915,=0.9771,=55.8568,=44.0039,=42.2134
2021-02-02,=9976.4400,=20074705790933.7148,=75.0888,=0.9692,=54.8431,=43.9792,=42.2134
2021-02-01,=9765.8900,=19609695251847.3203,=75.3869,=0.9767,=54.7247,=43.9694,=42.2134
2021-01-29,=9358.1100,=18856235494384.8984,=71.9069,=0.9609,=54.2218,=43.9596,=42.2134
2021-01-28,=9372.8800,=18973845212972.8086,=72.1340,=0.9685,=54.2218,=43.8965,=42.2095
2021-01-27,=9807.7300,=19643952573686.3086,=78.3694,=0.9841,=52.6792,=43.8334,=42.2095
2021-01-26,=9967.4500,=19848515537059.3789,=80.7715,=0.9920,=52.6761,=43.7396,=42.2095
2021-01-25,=10206.6100,=20608549368279.2891,=83.1979,=1,=52.3993,=43.6459,=42.2095
2021-01-22,=9765.7600,=19387345080779.4688,=71.1838,=0.9837,=51.7005,=43.5050,=42.2095
2021-01-21,=9809.8400,=19495220772466.4688,=72.9179,=0.9918,=51.7005,=43.3641,=42.0792
2021-01-20,=9885.2200,=19606806135088.0898,=73.4683,=1,=51.4032,=43.3450,=42.0792
2021-01-19,=9374.7900,=18493337366515.3477,=70.2648,=1,=51.2774,=43.3259,=42.0792
2021-01-18,=9116.2400,=18237027321920.8984,=67.8050,=1,=50.8811,=43.3171,=42.0792
2021-01-15,=8775.5400,=17878020722189.3516,=63.0379,=0.9915,=50.5715,=43.3083,=42.0792
2021-01-14,=8895.2100,=17763140751048.1406,=63.5600,=1,=50.5715,=43.3043,=42.0649
2021-01-13,=8669.7100,=17042231170815.3594,=61.8677,=1,=50.4107,=43.3003,=42.0649
2021-01-12,=8726.6400,=16993390993794.4492,=60.4407,=1,=50.2696,=43.2724,=42.0649
2021-01-11,=8665.4700,=17038502936451.9805,=59.1745,=0.9912,=49.9713,=43.2445,=42.0649
2021-01-08,=8630.3200,=16939885158479.8203,=59.5275,=1,=49.9698,=43.2411,=42.0649
2021-01-07,=8400.8500,=16676487891807.5801,=57.2741,=0.9821,=49.9698,=43.2377,=41.9837
2021-01-06,=8609.6000,=17276902054750.5996,=58.3536,=1,=49.9145,=43.2365,=41.9837
2021-01-05,=8463.5500,=16839895731697.7930,=58.2501,=1,=49.2567,=43.2353,=41.9837
2021-01-04,=8489.6900,=16817121634505.6484,=57.4485,=1,=49.0110,=43.2237,=41.9837
2020-12-31,=8425.9000,=16799364931170.7793,=54.9120,=1,=48.9406,=43.2120,=41.9837
2020-12-30,=8295.3700,=16750017215642.9902,=54.3432,=1,=48.9406,=43.2119,=41.9287
2020-12-29,=7997.8300,=15955677591833.8086,=51.5455,=0.9906,=48.5560,=43.2117,=41.9287
2020-12-28,=7795.7800,=15408144597375.3809,=50.0693,=0.9714,=48.3826,=43.2018,=41.9287
2020-12-24,=8142.8100,=16427885122424.9102,=50.6761,=0.9808,=47.9257,=43.1918,=41.9287
2020-12-23,=8426.0700,=17192758058219.0996,=50.9075,=0.9903,=47.3469,=43.1903,=41.9287
2020-12-22,=8186.6600,=16961252776842.1016,=49.0318,=0.9902,=47.3469,=43.1889,=41.8418
2020-12-21,=8159.9500,=16443388637229.0195,=47.1074,=0.9208,=46.8104,=43.1492,=41.8418
2020-12-18,=8253.8300,=16670519633549.1367,=48.1152,=0.9700,=46.6793,=43.1095,=41.8418
2020-12-17,=8332.6600,=16810557527918.8008,=49.0272,=0.9899,=46.1115,=43.1049,=41.8418
2020-12-16,=8146.4000,=16421192012224.2715,=48.6029,=0.9898,=45.7255,=43.1003,=41.8418
2020-12-15,=8094.4200,=16160123690776.8008,=47.1477,=0.9588,=45.7255,=43.0832,=41.8407
2020-12-14,=8128.8100,=16447501207508.0820,=46.7489,=0.9479,=45.4751,=43.0660,=41.8407
2020-12-11,=8080.6000,=16773565136780.5215,=45.8821,=0.9158,=45.1181,=43.0531,=41.8407
2020-12-10,=8025.8300,=16564000050454.4609,=45.7780,=0.9149,=45.0451,=43.0402,=41.8407
2020-12-09,=8101.7700,=16781058400629.1406,=46.8422,=0.9462,=44.9444,=43.0289,=41.8407
2020-12-08,=8085.1100,=16664307282532.0430,=47.9570,=0.9891,=44.9444,=43.0176,=41.7064
2020-12-07,=7944.7900,=16579563384253.4004,=47.2291,=0.9780,=44.7366,=42.9770,=41.7064
2020-12-04,=7952.8000,=16736128953958.8105,=41.7570,=0.2333,=44.6965,=42.9364,=41.7064
2020-12-03,=7940.1900,=16511499595706.0137,=43.1208,=0.6404,=44.6965,=42.9770,=41.7064
2020-12-02,=7848.2500,=16279531633927.7344,=42.7007,=0.4773,=44.6965,=42.9364,=41.7064
2020-12-01,=7985.3600,=16524636175203.7012,=42.6343,=0.4483,=44.7366,=42.9770,=41.5611
2020-11-30,=8019.3600,=16509835975728.0215,=42.2949,=0.3372,=44.7366,=43.0176,=41.5611
2020-11-27,=8090.0500,=17002407335208.3672,=42.8210,=0.4824,=44.7366,=43.0289,=41.5611
2020-11-26,=8057.1400,=16995183698191.9961,=42.5194,=0.4167,=44.7366,=43.0402,=41.5611
2020-11-25,=7921.3500,=16710163011419.8105,=42.4835,=0.3976,=44.7366,=43.0531,=41.5611
2020-11-24,=8107.1000,=17023259729241.0605,=43.8915,=0.6951,=44.9444,=43.0660,=41.4612
2020-11-23,=8088.8600,=16925739403132.0215,=43.5536,=0.6667,=44.9444,=43.0531,=41.4612
2020-11-20,=7997.5200,=16593855909982.7266,=42.9856,=0.5375,=44.9444,=43.0402,=41.4612
2020-11-19,=7903.3700,=16172326359883.7012,=42.2931,=0.1519,=44.9444,=43.0289,=41.4612
2020-11-18,=7972.2100,=16473120480736.1621,=42.9408,=0.2308,=44.9444,=43.0402,=41.5611
2020-11-17,=7933.1300,=16408747783603.8262,=43.9502,=0.4416,=45.0451,=43.0531,=41.4612
2020-11-16,=8075.8300,=16862937235716.0293,=44.4405,=0.6579,=45.0451,=43.0660,=41.4612
2020-11-13,=7939.7200,=16797123606704.2539,=43.5107,=0.4667,=45.0451,=43.0531,=41.4612
2020-11-12,=7706.5800,=16236575684882.3730,=44.0368,=0.6486,=45.0451,=43.0660,=41.4612
2020-11-11,=7465.4400,=15661289044992.8633,=43.1248,=0.3699,=45.0451,=43.0531,=41.4612
2020-11-10,=7961.7400,=17067806707449.2832,=44.7326,=0.6667,=45.1181,=43.0660,=41.3416
2020-11-09,=8394.1900,=18072103534763.2773,=47.4144,=0.8592,=45.1181,=43.0531,=41.3416
2020-11-06,=8152.5400,=17678742734375.4219,=46.1759,=0.8286,=45.0451,=43.0402,=41.3416
2020-11-05,=8181.6200,=18070823009091.1016,=45.8694,=0.7681,=44.9444,=43.0289,=41.3416
2020-11-04,=7758.7200,=17027909812043.6855,=42.3120,=0.1765,=44.9444,=43.0176,=41.3416
2020-11-03,=7714.7300,=17421574587724.1172,=42.9729,=0.2537,=45.0451,=43.0289,=41.3416
2020-11-02,=7585.7600,=17364038758843.6953,=42.4092,=0.1818,=45.0451,=43.0402,=41.3416
2020-10-30,=7534.3900,=17111414046006.9063,=42.4620,=0.1846,=45.0451,=43.0531,=41.4612
2020-10-29,=7675.4200,=17536617897023.8301,=45.5794,=0.7344,=45.0451,=43.0660,=41.5611
2020-10-28,=7656.4500,=17521045278318.6465,=44.0211,=0.4603,=45.0451,=43.0531,=41.5611
2020-10-27,=7547.6600,=17079430719918.7305,=43.4662,=0.3387,=45.1181,=43.0660,=41.4612
2020-10-23,=7484.4800,=16795161070953.0078,=43.4810,=0.3443,=45.1181,=43.0832,=41.4612
2020-10-22,=7620.3400,=16969644818668.1895,=44.4406,=0.6000,=45.1181,=43.1003,=41.4612
2020-10-21,=7618.0600,=16997723690744.8477,=44.4440,=0.5932,=45.1181,=43.0832,=41.4612
